,Empresa,RMSE_knn,RMSE_xgb,RMSE_ARIMA,RMSE_RF,RMSE_Lasso
334,Planoeplano,0.000579893435724002,0.0005038835876498745,0.0005629601745890888,0.00048376902182728835,0.0005038827923416945
335,Plascar Part,0.0001313478004844692,0.0001423092569520418,0.00012319933998832926,0.00011039751728825313,0.0001423105741732259
336,Polpar,3.890964403654707e-06,3.722668203292126e-06,4.7224582015253624e-06,3.4236538407005684e-06,3.7205258748094114e-06
337,Pomifrutas,4.555538481778614e-05,4.218699351089841e-05,4.902406493772017e-05,4.0889951013135166e-05,4.218480075798451e-05
338,Portobello,0.0006025250510819271,0.0005418795356884779,0.0005981051315229083,0.0004030285289792645,0.0005418794446065551
339,Positivo Tec,0.0006017039085162864,0.000589529701938983,0.0007798586553612635,0.0005583911089107077,0.0005895328334776619
340,Pratica,5.015023528897051e-05,4.530153522947625e-05,6.705779656684762e-05,3.646153639247649e-05,4.5301939421966594e-05
341,Priner,0.00024524737312102055,0.0002429651142814003,0.00038345536202701356,0.0002107452404507773,0.0002429667386795157
342,Profarma,0.0007037444780040748,0.0006794896669519883,0.001126212737182849,0.000501918321207913,0.0006794910658251393
343,Proman,5.796993425129935e-07,5.529844354802153e-07,2.396992507458955e-06,5.678075638134263e-07,5.576634865747963e-07
344,Prompt Part,2.4628650324502915e-07,2.8070270565184335e-07,4.729574687908885e-07,1.7054621083973234e-07,2.815212753343796e-07
345,Pronor,1.06099226076517e-05,1.0588731486183e-05,4.149826568783377e-05,1.8143469023179648e-05,1.06099226076517e-05
346,Providencia,0.0004664916468191103,0.0004720236502200036,0.0005306366133691971,0.00045707664022190424,0.00047202662919616024
347,Prumo,0.0018853575145018442,0.001947532762559678,0.002592590217613529,0.0017996515620538273,0.001947530742005584
348,Qualicorp,0.0011783153112187013,0.0012606633986968708,0.0015175561846042813,0.0009680134049367932,0.0012606624532592718
349,Quero-Quero,0.0009366693290129271,0.0008949373624808769,0.001035529983019095,0.0008381551494401923,0.0008949363305149951
350,Raia,0.0004673732877866527,0.00042006204355799,6.32264147794302e-05,0.0003993559941312239,0.00042006179250145194
351,RaiaDrogasil,0.003155132942000522,0.002864789935563276,0.003181717692339939,0.0025926516516474817,0.0028647887824394653
352,Raizen,0.09366705465914613,0.10736595918590001,0.19462359532034607,0.10468407528796905,0.10736596214275809
353,Randon Part,0.0017775751629135984,0.0016626310409924507,0.0019312152337736823,0.0010981715052674802,0.001662630106511912
354,Rasip Agro,0.00015163483685024843,0.00014073926114063865,0.00021352943770823823,0.0001432251648021387,0.0001407385642718461
355,Reaginvest,0.00025973086535814545,0.00033043501646482523,6.995865145976329e-06,0.0004182640091348983,0.0003304248936485896
356,Recrusul,1.993514163356469e-06,1.9934699043711035e-06,8.467011623158882e-06,5.933897612719896e-07,1.993514163356469e-06
357,Rede D Or,0.020370665065196247,0.025814229826250434,0.031059882398135168,0.024797310899354906,0.025814234796412046
358,Rede Energia,0.004744514113219973,0.005414507661734142,0.0061288169216342095,0.00479076578682138,0.005414508822588392
359,Redecard,0.00583355349514375,0.006750879697002663,0.010472046302938081,0.006837276708938743,0.006750881157155949
360,Redentor,0.00010805131953158058,9.448842474026361e-05,0.00024042098069769038,9.256177602264951e-05,9.448373313067517e-05
361,Renova,0.0019935428012706406,0.0020813361283328912,0.0022115462720089115,0.0017293469565909042,0.0020813353630017143
